Airline,Date_of_Journey,Source,Destination,Route,Distance,via_1,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Flight_Category,market_share
Vistara,15-06-19,Delhi,Cochin,DEL → COK,2081,No,14:40,17:50,190,non-stop,No info,6216,Mid,0.000932535
Air India,01-04-19,Mumbai,Hyderabad,BOM → HYD,622,No,19:30,20:45,75,non-stop,No info,2050,Mid,0.000179733
IndiGo,03-04-19,Mumbai,Hyderabad,BOM → HYD,622,No,2:35,4:05,90,non-stop,No info,2754,Low,0.000338448
IndiGo,27-06-19,Chennai,Kolkata,MAA → CCU,1366,No,7:55,10:15,140,non-stop,No info,3850,Low,0.002733855
IndiGo,06-05-19,Chennai,Kolkata,MAA → CCU,1366,No,5:15,7:40,145,non-stop,No info,3540,Low,0.002469661
Jet Airways,01-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,8:15,1545,1 stop,In-flight meal not included,9663,High,0.096462869
Air India,06-03-19,Delhi,Cochin,DEL → HYD → MAA → COK,2453,HYD,7:05,9:25,1580,2 stops,No info,9190,Mid,0.021058997
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,15:00,19:00,1680,1 stop,In-flight meal not included,12898,High,0.055619755
GoAir,15-04-19,Banglore,Delhi,BLR → DEL,1740,No,7:45,10:40,175,non-stop,No info,4632,Low,0.001114364
SpiceJet,24-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,13:10,14:30,80,non-stop,No info,2753,Low,0.001137489
Air India,12-06-19,Kolkata,Banglore,CCU → IXR → DEL → BLR,3255,IXR,5:50,8:55,1625,2 stops,No info,12723,Mid,0.012242244
IndiGo,24-06-19,Kolkata,Banglore,CCU → BLR,1559,No,11:30,14:05,155,non-stop,No info,4804,Low,0.005787152
IndiGo,18-04-19,Banglore,Delhi,BLR → DEL,1740,No,20:00,22:50,170,non-stop,No info,4823,Low,0.006068435
Air Asia,27-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,7:55,13:25,330,1 stop,No info,6152,Low,0.003236609
Vistara,27-06-19,Delhi,Cochin,DEL → COK,2081,No,6:00,9:10,190,non-stop,No info,6216,Mid,0.000932535
IndiGo,24-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,2:00,7:45,345,1 stop,No info,6016,Low,0.016803179
Multiple carriers,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:15,19:00,585,1 stop,No info,11622,High,0.055466841
Air India,06-05-19,Kolkata,Banglore,CCU → BBI → BOM → BLR,3882,BBI,12:00,21:50,590,2 stops,No info,10151,Mid,0.032907883
Jet Airways,12-06-19,Delhi,Cochin,DEL → ATQ → BOM → COK,2877,ATQ,20:00,4:25,505,2 stops,In-flight meal not included,12410,High,0.092673869
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,5:45,8:15,1590,1 stop,No info,12547,High,0.066758984
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,22:50,12:35,825,1 stop,In-flight meal not included,10262,High,0.092673869
Multiple carriers,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,19:15,465,1 stop,No info,14323,High,0.039017972
Jet Airways,21-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,19:35,21:05,90,non-stop,In-flight meal not included,3210,High,0.004235087
Multiple carriers,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,21:00,660,1 stop,No info,16863,High,0.042119816
Multiple carriers,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:25,19:15,470,1 stop,No info,8937,High,0.055466841
Jet Airways,27-03-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,19:10,4:25,1995,2 stops,No info,10929,High,0.040169935
IndiGo,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:35,1:30,895,1 stop,No info,6104,Low,0.016803179
SpiceJet,21-03-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,15:55,21:55,360,1 stop,No info,5511,Low,0.001399205
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,16:20,1150,1 stop,No info,13759,High,0.012528831
Air India,21-05-19,Delhi,Cochin,DEL → NAG → BOM → COK,2596,NAG,5:55,7:40,1545,2 stops,No info,11543,Mid,0.020984595
Jet Airways,18-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,19:10,575,1 stop,No info,13067,High,0.096462869
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,4:25,1280,1 stop,In-flight meal not included,10262,High,0.092673869
Air India,06-06-19,Delhi,Cochin,DEL → CCU → BOM → COK,4033,CCU,16:55,19:15,1580,2 stops,No info,13591,Mid,0.029230629
Jet Airways,27-03-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,19:10,19:45,1475,2 stops,No info,10929,High,0.040169935
Jet Airways,27-04-19,Banglore,Delhi,BLR → DEL,1740,No,19:50,22:50,180,non-stop,No info,7229,High,0.007482835
Air Asia,15-05-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,7:55,13:25,330,1 stop,No info,6451,Low,0.001487584
IndiGo,03-03-19,Chennai,Kolkata,MAA → CCU,1366,No,11:35,14:00,145,non-stop,No info,7295,Low,0.003638946
IndiGo,03-06-19,Banglore,Delhi,BLR → DEL,1740,No,1:30,4:15,165,non-stop,No info,3943,Low,0.005589388
SpiceJet,15-05-19,Banglore,Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No check-in baggage included,3573,Low,0.001911711
Air India,03-03-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,9:45,9:25,1420,1 stop,No info,24017,Mid,0.021058997
Air India,09-03-19,Delhi,Cochin,DEL → GOI → BOM → COK,3013,GOI,10:55,19:15,1940,2 stops,No info,17476,Mid,0.021058997
Air India,09-04-19,Kolkata,Banglore,CCU → HYD → BLR,1965,HYD,19:00,11:05,965,1 stop,No info,4647,Mid,0.004157444
IndiGo,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:25,21:00,575,1 stop,No info,6314,Low,0.012972695
Jet Airways,18-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,5:45,16:10,625,1 stop,No info,12284,High,0.066758984
Jet Airways,09-05-19,Banglore,Delhi,BLR → DEL,1740,No,8:20,11:20,180,non-stop,No info,7229,High,0.007989665
Multiple carriers,01-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,19:00,630,1 stop,No info,9627,High,0.039017972
Air India,01-04-19,Kolkata,Banglore,CCU → BBI → BOM → BLR,3882,BBI,12:00,21:50,590,2 stops,No info,9258,Mid,0.004157444
SpiceJet,03-06-19,Kolkata,Banglore,CCU → BLR,1559,No,9:00,11:25,145,non-stop,No info,3873,Low,0.003905035
SpiceJet,15-05-19,Kolkata,Banglore,CCU → BLR,1559,No,22:20,0:40,140,non-stop,No check-in baggage included,3841,Low,0.004804334
Multiple carriers,27-05-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,9:45,22:30,765,1 stop,No info,10486,High,0.039017972
Jet Airways,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,16:00,18:50,1610,1 stop,No info,17234,High,0.040169935
IndiGo,27-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,5:10,10:05,295,1 stop,No info,6496,Low,0.016803179
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,19:00,630,1 stop,No info,9627,High,0.039017972
Air India,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:50,11:10,1100,1 stop,No info,8366,Mid,0.012242244
Jet Airways,27-05-19,Delhi,Cochin,DEL → ATQ → BOM → COK,2877,ATQ,20:00,4:25,505,2 stops,In-flight meal not included,15318,High,0.055619755
SpiceJet,24-03-19,Kolkata,Banglore,CCU → KNU → BLR,2441,KNU,11:35,18:50,435,1 stop,No info,9923,Low,0.002698904
Jet Airways,01-04-19,Kolkata,Banglore,CCU → GAU → BLR,3345,GAU,10:20,17:35,435,1 stop,In-flight meal not included,6077,High,0.009633932
Air India,09-06-19,Chennai,Kolkata,MAA → CCU,1366,No,11:40,13:55,135,non-stop,No info,4667,Mid,0.000296488
Multiple carriers,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,19:15,645,1 stop,No info,8099,High,0.039017972
SpiceJet,01-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,13:15,14:45,90,non-stop,No check-in baggage included,2385,Low,0.00100085
Multiple carriers,27-06-19,Delhi,Cochin,DEL → IDR → BOM → COK,2240,IDR,15:05,1:30,625,2 stops,No info,15965,High,0.055466841
Jet Airways,06-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,18:15,705,1 stop,In-flight meal not included,10844,High,0.096462869
Air India,12-05-19,Banglore,Delhi,BLR → DEL,1740,No,13:20,16:10,170,non-stop,No info,6121,Mid,0.002439337
IndiGo,24-04-19,Banglore,Delhi,BLR → DEL,1740,No,22:10,1:00,170,non-stop,No info,3625,Low,0.006068435
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,21:00,810,1 stop,No info,8475,High,0.039017972
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,19:00,715,1 stop,In-flight meal not included,12898,High,0.055619755
IndiGo,06-03-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,2:05,7:25,320,1 stop,No info,10851,Low,0.019701721
Air India,21-03-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,9:45,23:00,795,1 stop,No info,5704,Mid,0.021058997
Vistara,18-03-19,Banglore,New Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No info,11598,Mid,0.005058522
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,19:15,645,1 stop,No info,9149,High,0.039017972
Air India,15-06-19,Kolkata,Banglore,CCU → BLR,1559,No,20:45,23:20,155,non-stop,No info,4145,Mid,0.012242244
GoAir,21-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:35,19:35,540,1 stop,No info,6195,Low,0.001033037
IndiGo,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:25,21:00,575,1 stop,No info,6979,Low,0.012972695
Air India,15-03-19,Banglore,New Delhi,BLR → DEL,1740,No,13:20,16:10,170,non-stop,No info,7276,Mid,0.024396627
SpiceJet,15-05-19,Delhi,Cochin,DEL → PNQ → COK,2518,PNQ,8:45,13:15,270,1 stop,No check-in baggage included,4760,Low,0.001071112
Vistara,18-06-19,Chennai,Kolkata,MAA → CCU,1366,No,17:45,20:05,140,non-stop,No info,11982,Mid,0.001620009
IndiGo,27-03-19,Chennai,Kolkata,MAA → CCU,1366,No,22:05,0:25,140,non-stop,No info,5277,Low,0.003638946
Air India,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,20:00,7:40,700,1 stop,No info,8372,Mid,0.029230629
IndiGo,01-04-19,Kolkata,Banglore,CCU → BBI → BLR,2842,BBI,19:35,23:15,220,1 stop,No info,4226,Low,0.005137245
IndiGo,18-06-19,Chennai,Kolkata,MAA → CCU,1366,No,19:35,21:55,140,non-stop,No info,3597,Low,0.002733855
Multiple carriers,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:45,21:00,735,1 stop,No info,7005,High,0.055466841
Multiple carriers,09-05-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:05,16:10,545,1 stop,No info,8018,High,0.039017972
Jet Airways,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:45,19:00,1395,1 stop,In-flight meal not included,10577,High,0.092673869
Jet Airways,12-06-19,Delhi,Cochin,DEL → IDR → BOM → COK,2240,IDR,5:30,19:00,810,2 stops,In-flight meal not included,11507,High,0.092673869
Air India,09-05-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,5:00,19:15,2295,2 stops,No info,9653,Mid,0.020984595
Jet Airways,15-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,10:20,11:50,90,non-stop,In-flight meal not included,4160,High,0.00595203
Jet Airways,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,18:15,19:00,1485,1 stop,No info,14714,High,0.092673869
Jet Airways,09-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,2:55,4:20,85,non-stop,No info,5678,High,0.003492184
Air India,18-05-19,Kolkata,Banglore,CCU → DEL → COK → BLR,4007,DEL,7:00,1:20,1100,2 stops,No info,13873,Mid,0.032907883
Multiple carriers,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:20,19:00,520,1 stop,No info,11264,High,0.055466841
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,13:55,20:40,405,1 stop,In-flight meal not included,11134,High,0.012528831
Air Asia,21-03-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,16:45,22:15,330,1 stop,No info,6151,Low,0.001256711
Jet Airways,18-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,5:45,19:50,845,1 stop,In-flight meal not included,10844,High,0.096462869
Jet Airways,03-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,9:40,12:35,1615,2 stops,No info,13014,High,0.092673869
Jet Airways,18-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,10:20,11:50,90,non-stop,In-flight meal not included,4995,High,0.004235087
IndiGo,18-04-19,Kolkata,Banglore,CCU → BLR,1559,No,15:30,18:05,155,non-stop,No info,4174,Low,0.005137245
Air India,03-03-19,Banglore,New Delhi,BLR → DEL,1740,No,13:20,16:10,170,non-stop,No info,12841,Mid,0.024396627
Jet Airways,09-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,21:05,1685,1 stop,No info,13067,High,0.096462869
Jet Airways,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,16:00,19:00,1620,1 stop,In-flight meal not included,10262,High,0.092673869
IndiGo,06-04-19,Banglore,Delhi,BLR → DEL,1740,No,10:10,13:00,170,non-stop,No info,4423,Low,0.006068435
Jet Airways,01-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,4:40,585,1 stop,In-flight meal not included,8586,High,0.096462869
Jet Airways,15-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,9:20,730,1 stop,In-flight meal not included,9663,High,0.096462869
IndiGo,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,16:00,21:00,300,1 stop,No info,6069,Low,0.016803179
Air India,06-05-19,Chennai,Kolkata,MAA → CCU,1366,No,11:40,13:55,135,non-stop,No info,4667,Mid,0.000444731
Jet Airways,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,21:50,19:00,1270,1 stop,In-flight meal not included,12373,High,0.055619755
Jet Airways,09-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,10:05,1055,1 stop,No info,13941,High,0.096462869
IndiGo,27-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,6:20,7:45,85,non-stop,No info,3175,Low,0.002908452
Air India,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,21:00,19:15,1335,1 stop,No info,8372,Mid,0.029230629
Vistara,06-04-19,Banglore,Delhi,BLR → DEL,1740,No,17:00,19:35,155,non-stop,No info,5613,Mid,0.002563821
IndiGo,18-05-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:35,22:30,895,1 stop,No info,7144,Low,0.012972695
Jet Airways,06-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,16:20,590,1 stop,No info,14571,High,0.03720203
IndiGo,24-03-19,Chennai,Kolkata,MAA → CCU,1366,No,22:05,0:25,140,non-stop,No info,5277,Low,0.003638946
Jet Airways,24-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,10:20,11:50,90,non-stop,In-flight meal not included,2759,High,0.00595203
Air Asia,09-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:35,23:30,955,1 stop,No info,5192,Low,0.003038993
Jet Airways,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,19:00,715,1 stop,No info,14714,High,0.092673869
Air India,01-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,12:00,19:15,435,2 stops,No info,10336,Mid,0.029230629
Air India,24-03-19,Kolkata,Banglore,CCU → BLR,1559,No,20:45,23:20,155,non-stop,No info,31945,Mid,0.005310371
Jet Airways,01-04-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,23:35,1025,1 stop,In-flight meal not included,7064,High,0.009633932
Jet Airways,09-06-19,Delhi,Cochin,DEL → BHO → BOM → COK,2303,BHO,5:30,12:35,425,2 stops,No info,14441,High,0.092673869
Multiple carriers,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,1:35,755,1 stop,No info,17493,High,0.042119816
Jet Airways,09-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,22:35,1595,1 stop,In-flight meal not included,10844,High,0.03720203
SpiceJet,01-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,5:45,7:15,90,non-stop,No info,2753,Low,0.000960816
Jet Airways,21-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,4:25,1225,1 stop,In-flight meal not included,12898,High,0.055619755
Jet Airways,15-04-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,22:00,185,non-stop,No info,7229,High,0.007482835
Air India,03-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,12:00,7:40,1180,2 stops,No info,8603,Mid,0.029230629
Jet Airways,15-06-19,Delhi,Cochin,DEL → JDH → BOM → COK,2370,JDH,11:40,19:00,440,2 stops,No info,18804,High,0.092673869
Air Asia,21-04-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,7:55,22:25,870,1 stop,No info,7452,Low,0.000629599
SpiceJet,24-04-19,Banglore,Delhi,BLR → DEL,1740,No,9:30,12:20,170,non-stop,No info,3971,Low,0.002278387
IndiGo,12-06-19,Banglore,Delhi,BLR → DEL,1740,No,10:10,13:00,170,non-stop,No info,3943,Low,0.005589388
IndiGo,15-03-19,Banglore,New Delhi,BLR → AMD → DEL,2416,AMD,14:25,19:25,300,1 stop,No info,9165,Low,0.011442832
SpiceJet,21-06-19,Banglore,Delhi,BLR → DEL,1740,No,9:30,12:20,170,non-stop,No info,3625,Low,0.001630798
Jet Airways,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,16:00,12:35,1235,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,8:15,800,1 stop,No info,14388,High,0.096462869
Multiple carriers,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,19:15,675,1 stop,No info,15058,High,0.055466841
Air India,06-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,7:40,1360,1 stop,No info,14882,Mid,0.021058997
IndiGo,18-04-19,Banglore,Delhi,BLR → DEL,1740,No,10:10,13:00,170,non-stop,No info,4591,Low,0.006068435
SpiceJet,09-05-19,Kolkata,Banglore,CCU → BLR,1559,No,6:55,9:30,155,non-stop,No check-in baggage included,3841,Low,0.004804334
Jet Airways,15-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,8:25,18:15,590,1 stop,No info,14781,High,0.096462869
SpiceJet,09-04-19,Kolkata,Banglore,CCU → BLR,1559,No,22:20,0:40,140,non-stop,No check-in baggage included,3841,Low,0.003339504
Multiple carriers,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,15:00,1:30,630,1 stop,No info,13377,High,0.055466841
Jet Airways,12-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,19:30,4:25,535,2 stops,No info,13014,High,0.092673869
Multiple carriers,21-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,19:15,375,1 stop,No info,14848,High,0.039017972
Air India,09-05-19,Kolkata,Banglore,CCU → BLR,1559,No,20:45,23:20,155,non-stop,No info,4145,Mid,0.032907883
IndiGo,12-06-19,Chennai,Kolkata,MAA → CCU,1366,No,7:55,10:15,140,non-stop,No info,3850,Low,0.002733855
Air India,24-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:00,20:25,805,1 stop,No info,10413,Mid,0.032907883
IndiGo,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,15:00,1:30,630,1 stop,No info,6104,Low,0.016803179
IndiGo,01-06-19,Banglore,Delhi,BLR → DEL,1740,No,10:30,13:20,170,non-stop,No info,3943,Low,0.005589388
Jet Airways,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,8:15,665,1 stop,In-flight meal not included,8529,High,0.03720203
Jet Airways,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,22:50,12:35,825,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,18-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:25,22:05,1540,1 stop,No info,14151,High,0.096462869
Air Asia,09-05-19,Kolkata,Banglore,CCU → IXR → DEL → BLR,3255,IXR,15:10,23:30,500,2 stops,No info,5192,Low,0.003038993
Jet Airways,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,4:40,875,1 stop,In-flight meal not included,9663,High,0.096462869
GoAir,24-04-19,Banglore,Delhi,BLR → DEL,1740,No,7:45,10:40,175,non-stop,No info,4632,Low,0.001114364
IndiGo,06-04-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,20:25,1:30,305,1 stop,No info,5073,Low,0.0042969
Multiple carriers,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:20,19:15,535,1 stop,No info,9526,High,0.055466841
IndiGo,15-04-19,Banglore,Delhi,BLR → DEL,1740,No,4:00,6:50,170,non-stop,No info,4423,Low,0.006068435
IndiGo,12-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,20:05,21:40,95,non-stop,No info,2227,Low,0.002190093
Vistara,21-03-19,Banglore,New Delhi,BLR → DEL,1740,No,11:30,14:10,160,non-stop,No info,5403,Mid,0.005058522
IndiGo,27-03-19,Chennai,Kolkata,MAA → CCU,1366,No,19:35,21:55,140,non-stop,No info,3858,Low,0.003638946
Jet Airways,09-03-19,Delhi,Cochin,DEL → IXC → BOM → COK,2648,IXC,13:45,18:50,1745,2 stops,No info,18752,High,0.040169935
Jet Airways,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,12:00,330,1 stop,In-flight meal not included,9663,High,0.096462869
Jet Airways,24-06-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,19:10,12:35,1045,2 stops,No info,12819,High,0.092673869
Multiple carriers,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,21:00,720,1 stop,No info,6883,High,0.042119816
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:00,1:30,390,1 stop,No info,7198,High,0.039017972
Air India,09-03-19,Banglore,New Delhi,BLR → DEL,1740,No,10:00,12:45,165,non-stop,No info,7801,Mid,0.024396627
IndiGo,21-04-19,Banglore,Delhi,BLR → DEL,1740,No,18:25,21:20,175,non-stop,No info,4823,Low,0.006068435
Jet Airways,24-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,9:20,1610,1 stop,In-flight meal not included,9663,High,0.096462869
Jet Airways,12-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:25,21:05,1480,1 stop,No info,12121,High,0.096462869
Vistara,12-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:20,23:25,1625,1 stop,No info,8085,Mid,0.009582484
IndiGo,03-03-19,Banglore,New Delhi,BLR → IDR → DEL,2028,IDR,13:40,18:35,295,1 stop,No info,8662,Low,0.011442832
Jet Airways,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,22:00,18:50,1250,1 stop,In-flight meal not included,6017,High,0.040169935
SpiceJet,03-05-19,Chennai,Kolkata,MAA → CCU,1366,No,9:45,12:00,135,non-stop,No check-in baggage included,3859,Low,0.001831062
Multiple carriers,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,4:55,19:15,860,1 stop,No info,7564,High,0.039017972
SpiceJet,21-06-19,Banglore,Delhi,BLR → DEL,1740,No,5:55,8:35,160,non-stop,No check-in baggage included,3919,Low,0.001630798
Jet Airways,01-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,7:00,13:15,375,1 stop,No info,26890,High,0.066758984
Jet Airways,15-04-19,Delhi,Cochin,DEL → COK,2081,No,11:00,14:15,195,non-stop,In-flight meal not included,5443,High,0.003787518
Jet Airways,01-04-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,20:45,400,1 stop,No info,13364,High,0.009633932
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,19:00,660,1 stop,In-flight meal not included,12239,High,0.055619755
IndiGo,09-04-19,Kolkata,Banglore,CCU → MAA → BLR,1650,MAA,11:30,16:05,275,1 stop,No info,4966,Low,0.005137245
